0.000000000000000000e+00 -7.559660163885467909e+01
2.000000000000000042e-02 -7.559660379769329097e+01
4.000000000000000083e-02 -7.559660577310765461e+01
5.999999999999999778e-02 -7.559660756150091743e+01
2.600000000000000089e-01 -7.559660952336624007e+01
4.600000000000000200e-01 -7.559659359817020174e+01
6.600000000000000311e-01 -7.559655970840600503e+01
1.660000000000000142e+00 -7.559602115654169552e+01
2.660000000000000142e+00 -7.559509500249454561e+01
3.660000000000000142e+00 -7.559380164835683047e+01
4.660000000000000142e+00 -7.559222492385161729e+01
5.660000000000000142e+00 -7.559035099536455959e+01
6.660000000000000142e+00 -7.558817812623048837e+01
7.660000000000000142e+00 -7.558571984168693803e+01
8.660000000000000142e+00 -7.558299525564193289e+01
9.660000000000000142e+00 -7.558002387460959426e+01
1.066000000000000014e+01 -7.557682402353744067e+01
1.166000000000000014e+01 -7.557341140747941211e+01
1.266000000000000014e+01 -7.556980210270697285e+01
1.366000000000000014e+01 -7.556601146895494026e+01
1.466000000000000014e+01 -7.556205342471551489e+01
1.566000000000000014e+01 -7.555794056493012079e+01
1.666000000000000014e+01 -7.555368450100171174e+01
1.766000000000000014e+01 -7.554929606561836408e+01
1.866000000000000014e+01 -7.554478538008834221e+01
1.966000000000000014e+01 -7.554016187931532045e+01
2.066000000000000014e+01 -7.553543434534680046e+01
2.166000000000000014e+01 -7.553061095248226309e+01
2.266000000000000014e+01 -7.552569931330840802e+01
2.366000000000000014e+01 -7.552070651989915007e+01
2.466000000000000014e+01 -7.551563918015649790e+01
2.566000000000000014e+01 -7.551050345089623761e+01
2.666000000000000014e+01 -7.550530506865075608e+01
2.766000000000000014e+01 -7.550004937842561503e+01
2.866000000000000014e+01 -7.549474136042142902e+01
2.966000000000000014e+01 -7.548938565479132023e+01
3.066000000000000014e+01 -7.548398658457966803e+01
3.166000000000000014e+01 -7.547854817700157071e+01
3.265999999999999659e+01 -7.547307418320170314e+01
3.365999999999999659e+01 -7.546756809661002308e+01
3.465999999999999659e+01 -7.546203316999873323e+01
3.565999999999999659e+01 -7.545647243133760185e+01
3.665999999999999659e+01 -7.545088869853793767e+01
3.765999999999999659e+01 -7.544528459316867952e+01
3.865999999999999659e+01 -7.543966255322162340e+01
3.965999999999999659e+01 -7.543402484499600291e+01
4.065999999999999659e+01 -7.542837357416740929e+01
4.165999999999999659e+01 -7.542271069610102074e+01
4.265999999999999659e+01 -7.541703802546389568e+01
4.365999999999999659e+01 -7.541135724518760242e+01
4.465999999999999659e+01 -7.540566991482774029e+01
4.565999999999999659e+01 -7.539997747836395092e+01
4.665999999999999659e+01 -7.539428127148019598e+01
4.765999999999999659e+01 -7.538858252836236318e+01
4.865999999999999659e+01 -7.538288238804724983e+01
4.965999999999999659e+01 -7.537718190035468524e+01
5.065999999999999659e+01 -7.537148203143172509e+01
5.165999999999999659e+01 -7.536578366893613179e+01
5.265999999999999659e+01 -7.536008762688413753e+01
5.365999999999999659e+01 -7.535439465018562544e+01
5.465999999999999659e+01 -7.534870541888814444e+01
5.565999999999999659e+01 -7.534302055214979532e+01
